epoch,accuracy,learning_rate,loss,recall,val_accuracy,val_loss,val_recall
0,0.8697637319564819,0.0010000000474974513,0.3764607608318329,0.8540199398994446,0.9389778971672058,0.18153108656406403,0.9139072895050049
1,0.9827873110771179,0.0010000000474974513,0.059662580490112305,0.9831187725067139,0.9870327711105347,0.051174331456422806,0.9812362194061279
2,0.9918563961982727,0.0010000000474974513,0.028058715164661407,0.9908913969993591,0.9885583519935608,0.05083021521568298,0.9834437370300293
3,0.9954963326454163,0.0010000000474974513,0.016721701249480247,0.9950206279754639,0.9946605563163757,0.01197697501629591,0.99227374792099
4,0.9975322484970093,0.0010000000474974513,0.009291329421103,0.9967209100723267,0.9908466935157776,0.038244035094976425,0.9867549538612366
5,0.9967918992042542,0.0010000000474974513,0.010538773611187935,0.9967209100723267,0.9938977956771851,0.028543775901198387,0.9911699891090393
6,0.9978407025337219,0.0010000000474974513,0.00863775983452797,0.9976924657821655,0.9946605563163757,0.019634386524558067,0.99227374792099
7,0.9985193610191345,0.0010000000474974513,0.004823731724172831,0.9981783032417297,0.9961861371994019,0.015524265356361866,0.9944812655448914
8,0.9988895058631897,0.0010000000474974513,0.005515079014003277,0.9987854957580566,0.9938977956771851,0.037496890872716904,0.9911699891090393
9,0.9996298551559448,0.00010000000474974513,0.0017415741458535194,0.9992713332176208,0.9969488978385925,0.021535154432058334,0.9955849647521973
10,0.9998149275779724,0.00010000000474974513,0.000810797733720392,0.999635636806488,0.9984744191169739,0.021270347759127617,0.9977924823760986
11,0.9997532367706299,0.00010000000474974513,0.0008603924070484936,0.9995142221450806,0.9984744191169739,0.021762721240520477,0.9977924823760986
